Unnamed: 0,pkSeqID,stime,flgs,flgs_number,proto,proto_number,saddr,sport,daddr,dport,pkts,bytes,state,state_number,ltime,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,TnBPSrcIP,TnBPDstIP,TnP_PSrcIP,TnP_PDstIP,TnP_PerProto,TnP_Per_Dport,AR_P_Proto_P_SrcIP,AR_P_Proto_P_DstIP,N_IN_Conn_P_DstIP,N_IN_Conn_P_SrcIP,AR_P_Proto_P_Sport,AR_P_Proto_P_Dport,Pkts_P_State_P_Protocol_P_DestIP,Pkts_P_State_P_Protocol_P_SrcIP,attack,category,subcategory
1650539,1650539,1528102934.07299,e,1,tcp,1,192.168.100.148,55536,192.168.100.3,80,10,1707,RST,1,1528102983.95476,383,49.881767,0.2508849999999999,0.354804,0.752654,0.0,0.752654,6,4,941,766,0.180427,0.100237,0.517352,38724,165182,223,990,990,990,0.21288,0.2372639999999999,100,21,0.200474,0.2372639999999999,990,223,1,DDoS,HTTP
1650540,1650540,1528102934.07322,e,1,tcp,1,192.168.100.148,55538,192.168.100.3,80,10,1551,RST,1,1528102983.95476,384,49.881546,0.250893,0.3548159999999999,0.752678,0.0,0.752678,6,4,785,766,0.180427,0.100237,0.517372,38724,165182,223,990,990,990,0.21288,0.2372639999999999,100,21,0.200475,0.2372639999999999,990,223,1,DDoS,HTTP
1650541,1650541,1528102934.07354,e,1,tcp,1,192.168.100.148,55540,192.168.100.3,80,10,1628,RST,1,1528102983.95479,385,49.881245,0.250862,0.354773,0.752587,0.0,0.752587,6,4,862,766,0.180429,0.100238,0.517402,38724,165182,223,990,990,990,0.21288,0.2372639999999999,100,21,0.200476,0.2372639999999999,990,223,1,DDoS,HTTP
1650542,1650542,1528102934.0737698,e,1,tcp,1,192.168.100.148,55542,192.168.100.3,80,10,1578,RST,1,1528102983.95479,386,49.88102,0.251505,0.355682,0.754516,0.0,0.754516,6,4,812,766,0.180429,0.100239,0.517073,38724,165182,223,990,990,990,0.21288,0.2372639999999999,100,21,0.200477,0.2372639999999999,990,223,1,DDoS,HTTP
1650543,1650543,1528102934.07405,e,1,tcp,1,192.168.100.148,55544,192.168.100.3,80,10,1553,RST,1,1528102983.95482,387,49.880768,0.2514639999999999,0.355624,0.754393,0.0,0.754393,6,4,787,766,0.18043,0.100239,0.517099,38724,165182,223,990,990,990,0.21288,0.2372639999999999,100,21,0.200478,0.2372639999999999,990,223,1,DDoS,HTTP
1650544,1650544,1528102934.07427,e s,2,tcp,1,192.168.100.148,55546,192.168.100.3,80,13,2764,RST,1,1528102983.95481,388,49.880543,0.206375,0.357452,0.825501,0.0,0.825501,9,4,1998,766,0.240575,0.160383,0.2344239999999999,38724,165182,223,990,990,990,0.21288,0.2372639999999999,100,21,0.260623,0.2372639999999999,990,223,1,DDoS,HTTP
1650545,1650545,1528102934.07461,e s,2,tcp,1,192.168.100.148,55548,192.168.100.3,80,13,3176,RST,1,1528102983.95484,389,49.880234,0.2062909999999999,0.357306,0.8251629999999999,0.0,0.8251629999999999,9,4,2410,766,0.240576,0.160384,0.23443,38724,165182,223,990,990,990,0.21288,0.2372639999999999,100,21,0.2606239999999999,0.2372639999999999,990,223,1,DDoS,HTTP
1650546,1650546,1528102934.07479,e s,2,tcp,1,192.168.100.148,55550,192.168.100.3,80,17,3740,RST,1,1528102983.95484,390,49.880051,0.862611,1.725196,4.313055,0.0,4.313004,13,4,2974,766,0.32077,0.2405769999999999,0.1612839999999999,38724,165182,223,990,990,990,0.21288,0.2372639999999999,100,21,0.340818,0.2372639999999999,990,223,1,DDoS,HTTP
1650547,1650547,1528102927.7711,e,1,tcp,1,192.168.100.150,54320,192.168.100.3,80,10,1577,RST,1,1528102982.19824,258,54.42714300000001,2.4e-05,4.2e-05,9.6e-05,0.0,9.6e-05,6,4,811,766,0.1653589999999999,0.091866,0.249739,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.183732,0.2372639999999999,990,540,1,DDoS,HTTP
1650548,1650548,1528102927.77167,e,1,tcp,1,192.168.100.150,54322,192.168.100.3,80,10,1713,RST,1,1528102982.1982698,259,54.426601,2.5e-05,4.4e-05,0.000101,0.0,0.000101,6,4,947,766,0.1653599999999999,0.0918669999999999,0.2496679999999999,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.1837339999999999,0.2372639999999999,990,540,1,DDoS,HTTP
1650549,1650549,1528102927.77235,e,1,tcp,1,192.168.100.150,54324,192.168.100.3,80,10,1742,RST,1,1528102982.1982698,260,54.425911,2.8000000000000003e-05,4.8e-05,0.000111,0.0,0.000111,6,4,976,766,0.1653619999999999,0.0918679999999999,0.249349,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.1837359999999999,0.2372639999999999,990,540,1,DDoS,HTTP
1650550,1650550,1528102927.77274,e,1,tcp,1,192.168.100.150,54326,192.168.100.3,80,10,1580,RST,1,1528102982.19829,261,54.42555600000001,3.6e-05,6.3e-05,0.000145,0.0,0.000145,6,4,814,766,0.165363,0.091869,0.249356,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.1837369999999999,0.2372639999999999,990,540,1,DDoS,HTTP
1650551,1650551,1528102927.77336,e,1,tcp,1,192.168.100.150,54328,192.168.100.3,80,10,1680,RST,1,1528102982.19829,262,54.42493100000001,2.9e-05,5e-05,0.0001149999999999,0.0,0.0001149999999999,6,4,914,766,0.165365,0.09187,0.249284,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.183739,0.2372639999999999,990,540,1,DDoS,HTTP
1650552,1650552,1528102927.77373,e,1,tcp,1,192.168.100.150,54330,192.168.100.3,80,10,1572,RST,1,1528102982.19832,263,54.424587,2.9e-05,5e-05,0.0001149999999999,0.0,0.0001149999999999,6,4,806,766,0.165366,0.09187,0.249292,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.18374,0.2372639999999999,990,540,1,DDoS,HTTP
1650553,1650553,1528102927.77424,e,1,tcp,1,192.168.100.150,54332,192.168.100.3,80,10,1704,RST,1,1528102982.19837,264,54.424122,3.1e-05,5.4000000000000005e-05,0.000125,0.0,0.000125,6,4,938,766,0.165368,0.091871,0.249303,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.183742,0.2372639999999999,990,540,1,DDoS,HTTP
1650554,1650554,1528102927.77471,e,1,tcp,1,192.168.100.150,54334,192.168.100.3,80,10,1604,RST,1,1528102982.19834,265,54.423634,3e-05,5.2e-05,0.0001199999999999,0.0,0.0001199999999999,6,4,838,766,0.165369,0.091872,0.249313,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.183744,0.2372639999999999,990,540,1,DDoS,HTTP
1650555,1650555,1528102927.7751698,e,1,tcp,1,192.168.100.150,54336,192.168.100.3,80,10,1653,RST,1,1528102982.19835,266,54.423172,3.1e-05,5.4000000000000005e-05,0.000124,0.0,0.000124,6,4,887,766,0.165371,0.091873,0.249322,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.183745,0.2372639999999999,990,540,1,DDoS,HTTP
1650556,1650556,1528102927.77579,e,1,tcp,1,192.168.100.150,54338,192.168.100.3,80,10,1703,RST,1,1528102982.19837,267,54.42258100000001,3e-05,5.2e-05,0.0001199999999999,0.0,0.0001199999999999,6,4,937,766,0.165373,0.091874,0.249255,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.183747,0.2372639999999999,990,540,1,DDoS,HTTP
1650557,1650557,1528102927.77613,e,1,tcp,1,192.168.100.150,54340,192.168.100.3,80,10,1506,RST,1,1528102982.19838,268,54.422249,2.9e-05,5e-05,0.0001149999999999,0.0,0.0001149999999999,6,4,740,766,0.165374,0.091874,0.2492619999999999,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.183748,0.2372639999999999,990,540,1,DDoS,HTTP
1650558,1650558,1528102927.77674,e,1,tcp,1,192.168.100.150,54342,192.168.100.3,80,10,1769,RST,1,1528102982.19838,269,54.421631000000005,2.6e-05,4.5e-05,0.000105,0.0,0.000105,6,4,1003,766,0.165375,0.091875,0.249275,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.18375,0.2372639999999999,990,540,1,DDoS,HTTP
1650559,1650559,1528102927.77709,e,1,tcp,1,192.168.100.150,54344,192.168.100.3,80,10,1518,RST,1,1528102982.19838,270,54.421284,2.6e-05,4.5e-05,0.000105,0.0,0.000105,6,4,752,766,0.165376,0.091876,0.249282,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.183752,0.2372639999999999,990,540,1,DDoS,HTTP
1650560,1650560,1528102927.77737,e,1,tcp,1,192.168.100.150,54346,192.168.100.3,80,10,1506,RST,1,1528102982.19841,271,54.421040000000005,2.5e-05,4.3e-05,9.9e-05,0.0,9.9e-05,6,4,740,766,0.165377,0.091876,0.249288,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.183752,0.2372639999999999,990,540,1,DDoS,HTTP
1650561,1650561,1528102927.7777698,e,1,tcp,1,192.168.100.150,54348,192.168.100.3,80,10,1646,RST,1,1528102982.1984198,272,54.420647,2.6e-05,4.5e-05,0.000105,0.0,0.000105,6,4,880,766,0.165378,0.091877,0.249296,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.183754,0.2372639999999999,990,540,1,DDoS,HTTP
1650562,1650562,1528102927.77817,e,1,tcp,1,192.168.100.150,54350,192.168.100.3,80,10,1545,RST,1,1528102982.19843,273,54.420261,2.5e-05,4.2e-05,0.000101,0.0,9.8e-05,6,4,779,766,0.16538,0.091878,0.249221,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.183755,0.2372639999999999,990,540,1,DDoS,HTTP
1650563,1650563,1528102927.77886,e,1,tcp,1,192.168.100.150,54352,192.168.100.3,80,10,1771,RST,1,1528102982.19845,274,54.419586,2.8000000000000003e-05,4.8e-05,0.000111,0.0,0.000111,6,4,1005,766,0.165382,0.091879,0.2492349999999999,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.183757,0.2372639999999999,990,540,1,DDoS,HTTP
1650564,1650564,1528102927.7795,e,1,tcp,1,192.168.100.150,54354,192.168.100.3,80,10,1807,RST,1,1528102982.19846,275,54.418953,3.4e-05,5.8e-05,0.000134,0.0,0.000134,6,4,1041,766,0.165384,0.0918799999999999,0.249248,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.1837599999999999,0.2372639999999999,990,540,1,DDoS,HTTP
1650565,1650565,1528102927.78009,e,1,tcp,1,192.168.100.150,54356,192.168.100.3,80,10,1705,RST,1,1528102982.19847,276,54.418388,2.8000000000000003e-05,4.8e-05,0.000111,0.0,0.000111,6,4,939,766,0.165385,0.0918809999999999,0.249261,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.1837609999999999,0.2372639999999999,990,540,1,DDoS,HTTP
1650566,1650566,1528102927.78065,e,1,tcp,1,192.168.100.150,54358,192.168.100.3,80,10,1717,RST,1,1528102982.19848,277,54.41783100000001,3.2e-05,5.5e-05,0.000127,0.0,0.000127,6,4,951,766,0.1653869999999999,0.091882,0.249189,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.183763,0.2372639999999999,990,540,1,DDoS,HTTP
1650567,1650567,1528102927.78098,e,1,tcp,1,192.168.100.150,54360,192.168.100.3,80,10,1553,RST,1,1528102982.19849,278,54.41751899999999,3e-05,5.3e-05,0.000122,0.0,0.000122,6,4,787,766,0.165388,0.091882,0.2491949999999999,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.183764,0.2372639999999999,990,540,1,DDoS,HTTP
1650568,1650568,1528102927.78148,e,1,tcp,1,192.168.100.150,54362,192.168.100.3,80,10,1667,RST,1,1528102982.19851,279,54.417023,3.1e-05,5.4000000000000005e-05,0.000125,0.0,0.000125,6,4,901,766,0.165389,0.091883,0.2492059999999999,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.183766,0.2372639999999999,990,540,1,DDoS,HTTP
1650569,1650569,1528102927.78197,e,1,tcp,1,192.168.100.150,54364,192.168.100.3,80,10,1602,RST,1,1528102982.19852,280,54.41655,3.1e-05,5.4000000000000005e-05,0.000124,0.0,0.000124,6,4,836,766,0.165391,0.091884,0.249216,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.183768,0.2372639999999999,990,540,1,DDoS,HTTP
1650570,1650570,1528102927.78244,e,1,tcp,1,192.168.100.150,54366,192.168.100.3,80,10,1611,RST,1,1528102982.1985302,281,54.416092000000006,3.2e-05,5.5e-05,0.000128,0.0,0.000128,6,4,845,766,0.165392,0.091885,0.249226,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.183769,0.2372639999999999,990,540,1,DDoS,HTTP
1650571,1650571,1528102927.78303,e,1,tcp,1,192.168.100.150,54368,192.168.100.3,80,10,1658,RST,1,1528102982.19854,282,54.415516,3.1e-05,5.3e-05,0.000123,0.0,0.000123,6,4,892,766,0.165394,0.091886,0.249238,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.183771,0.2372639999999999,990,540,1,DDoS,HTTP
1650572,1650572,1528102927.78352,e,1,tcp,1,192.168.100.150,54370,192.168.100.3,80,10,1690,RST,1,1528102982.19856,283,54.415035,3.4e-05,5.8e-05,0.000134,0.0,0.000134,6,4,924,766,0.165395,0.091886,0.249248,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.183773,0.2372639999999999,990,540,1,DDoS,HTTP
1650573,1650573,1528102927.78397,e,1,tcp,1,192.168.100.150,54372,192.168.100.3,80,10,1582,RST,1,1528102982.19857,284,54.4146,2.9e-05,4.9e-05,0.0001139999999999,0.0,0.0001139999999999,6,4,816,766,0.165397,0.091887,0.249173,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.183774,0.2372639999999999,990,540,1,DDoS,HTTP
1650574,1650574,1528102927.78429,e,1,tcp,1,192.168.100.150,54374,192.168.100.3,80,10,1508,RST,1,1528102982.19858,285,54.414288,2.8000000000000003e-05,4.8e-05,0.000111,0.0,0.000111,6,4,742,766,0.165398,0.091888,0.2491789999999999,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.183775,0.2372639999999999,990,540,1,DDoS,HTTP
1650575,1650575,1528102927.78471,e,1,tcp,1,192.168.100.150,54376,192.168.100.3,80,10,1599,RST,1,1528102982.19859,286,54.413887,2.8000000000000003e-05,4.8e-05,0.00011,0.0,0.00011,6,4,833,766,0.165399,0.091888,0.249188,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.183777,0.2372639999999999,990,540,1,DDoS,HTTP
1650576,1650576,1528102927.78506,e,1,tcp,1,192.168.100.150,54378,192.168.100.3,80,10,1537,RST,1,1528102982.1986,287,54.413548,2.6e-05,4.5e-05,0.000105,0.0,0.000105,6,4,771,766,0.1654,0.091889,0.2491949999999999,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.183778,0.2372639999999999,990,540,1,DDoS,HTTP
1650577,1650577,1528102927.7855,e,1,tcp,1,192.168.100.150,54380,192.168.100.3,80,10,1660,RST,1,1528102982.1986198,288,54.413116,2.7e-05,4.6e-05,0.000107,0.0,0.000107,6,4,894,766,0.165401,0.09189,0.249204,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.183779,0.2372639999999999,990,540,1,DDoS,HTTP
1650578,1650578,1528102927.78588,e,1,tcp,1,192.168.100.150,54382,192.168.100.3,80,10,1610,RST,1,1528102982.19863,289,54.41275,2.6e-05,4.5e-05,0.000104,0.0,0.000104,6,4,844,766,0.165402,0.09189,0.249132,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.18378,0.2372639999999999,990,540,1,DDoS,HTTP
1650579,1650579,1528102927.78709,e,1,tcp,1,192.168.100.150,54388,192.168.100.3,80,10,1609,RST,1,1528102982.19867,292,54.411579,2.9e-05,5.1e-05,0.000117,0.0,0.000117,6,4,843,766,0.165406,0.091892,0.249157,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.183784,0.2372639999999999,990,540,1,DDoS,HTTP
1650580,1650580,1528102927.7875,e,1,tcp,1,192.168.100.150,54390,192.168.100.3,80,10,1508,RST,1,1528102982.1986802,293,54.411175,2.9e-05,4.9e-05,0.0001139999999999,0.0,0.0001139999999999,6,4,742,766,0.165407,0.0918929999999999,0.249165,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.1837859999999999,0.2372639999999999,990,540,1,DDoS,HTTP
1650581,1650581,1528102927.78786,e,1,tcp,1,192.168.100.150,54392,192.168.100.3,80,10,1521,RST,1,1528102982.19869,294,54.410828,2.7e-05,4.6e-05,0.000107,0.0,0.000107,6,4,755,766,0.165408,0.0918929999999999,0.249173,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.1837869999999999,0.2372639999999999,990,540,1,DDoS,HTTP
1650582,1650582,1528102927.78828,e,1,tcp,1,192.168.100.150,54394,192.168.100.3,80,10,1565,RST,1,1528102982.1987,295,54.410427,3.7e-05,6.3e-05,0.000146,0.0,0.000146,6,4,799,766,0.165409,0.091894,0.249182,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.183788,0.2372639999999999,990,540,1,DDoS,HTTP
1650583,1650583,1528102927.78875,e,1,tcp,1,192.168.100.150,54396,192.168.100.3,80,10,1606,RST,1,1528102982.19872,296,54.409969,3.1e-05,5.4000000000000005e-05,0.000125,0.0,0.000125,6,4,840,766,0.165411,0.091895,0.2490239999999999,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.18379,0.2372639999999999,990,540,1,DDoS,HTTP
1650584,1650584,1528102927.78936,e,1,tcp,1,192.168.100.150,54398,192.168.100.3,80,10,1739,RST,1,1528102982.19873,297,54.409363,2.9e-05,5e-05,0.0001159999999999,0.0,0.0001159999999999,6,4,973,766,0.165413,0.091896,0.2490369999999999,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.183792,0.2372639999999999,990,540,1,DDoS,HTTP
1650585,1650585,1528102927.78985,e,1,tcp,1,192.168.100.150,54400,192.168.100.3,80,10,1629,RST,1,1528102982.19874,298,54.408894,2.9e-05,5.1e-05,0.000117,0.0,0.000117,6,4,863,766,0.165414,0.091897,0.249047,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.183793,0.2372639999999999,990,540,1,DDoS,HTTP
1650586,1650586,1528102927.7902,e,1,tcp,1,192.168.100.150,54402,192.168.100.3,80,10,1540,RST,1,1528102982.19875,299,54.408558,3.1e-05,5.3e-05,0.000123,0.0,0.000123,6,4,774,766,0.165415,0.091897,0.249054,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.183795,0.2372639999999999,990,540,1,DDoS,HTTP
1650587,1650587,1528102927.79091,e,1,tcp,1,192.168.100.150,54404,192.168.100.3,80,10,1781,RST,1,1528102982.19876,300,54.407848,2.8000000000000003e-05,4.8e-05,0.000111,0.0,0.000111,6,4,1015,766,0.165417,0.091899,0.249069,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.183797,0.2372639999999999,990,540,1,DDoS,HTTP
1650588,1650588,1528102927.79123,e,1,tcp,1,192.168.100.150,54406,192.168.100.3,80,10,1536,RST,1,1528102982.19878,301,54.407543,2.5e-05,4.3e-05,9.9e-05,0.0,9.9e-05,6,4,770,766,0.165418,0.091899,0.249075,87321,165182,540,990,990,990,0.183748,0.2372639999999999,100,54,0.183798,0.2372639999999999,990,540,1,DDoS,HTTP
1650589,1650589,1528102926.90318,e s,2,tcp,1,192.168.100.147,57178,192.168.100.3,80,9,1463,RST,1,1528102934.79854,215,7.895355,0.512042,0.502219,1.024084,0.009823,1.014261,6,3,763,700,1.013254,0.6332840000000001,0.253313,39137,165182,227,990,990,990,1.21895,0.2372639999999999,100,25,1.13991,0.2372639999999999,990,227,1,DDoS,HTTP
1650590,1650590,1528102927.9180698,e,1,tcp,1,192.168.100.147,57180,192.168.100.3,80,8,1474,RST,1,1528102934.79856,303,6.880491,0.0049549999999999,0.0048439999999999,0.009909,0.00011,0.0097989999999999,5,3,774,700,1.017369,0.581354,0.290677,39137,165182,227,990,990,990,1.21895,0.2372639999999999,100,25,1.16271,0.2372639999999999,990,227,1,DDoS,HTTP
1650591,1650591,1528102927.91864,e,1,tcp,1,192.168.100.147,57182,192.168.100.3,80,8,1525,RST,1,1528102934.79859,304,6.879948,0.004771,0.004672,0.009541,9.8e-05,0.009443,5,3,825,700,1.017449,0.5814,0.2907,39137,165182,227,990,990,990,1.21895,0.2372639999999999,100,25,1.1628,0.2372639999999999,990,227,1,DDoS,HTTP
1650592,1650592,1528102927.91907,e,1,tcp,1,192.168.100.147,57184,192.168.100.3,80,8,1547,RST,1,1528102934.79861,305,6.879536999999999,0.004692,0.004604,0.009385,8.9e-05,0.0092959999999999,5,3,847,700,1.01751,0.581434,0.290717,39137,165182,227,990,990,990,1.21895,0.2372639999999999,100,25,1.16287,0.2372639999999999,990,227,1,DDoS,HTTP
1650593,1650593,1528102927.91944,e,1,tcp,1,192.168.100.147,57186,192.168.100.3,80,8,1515,RST,1,1528102934.79863,306,6.879189,0.0046229999999999,0.004529,0.0092459999999999,9.4e-05,0.009152,5,3,815,700,1.017562,0.581464,0.290732,39137,165182,227,990,990,990,1.21895,0.2372639999999999,100,25,1.16293,0.2372639999999999,990,227,1,DDoS,HTTP
1650594,1650594,1528102927.91983,e,1,tcp,1,192.168.100.147,57188,192.168.100.3,80,8,1550,RST,1,1528102934.79865,307,6.878815,0.00455,0.004461,0.009101,8.9e-05,0.009012,5,3,850,700,1.017617,0.581495,0.290748,39137,165182,227,990,990,990,1.21895,0.2372639999999999,100,25,1.16299,0.2372639999999999,990,227,1,DDoS,HTTP
1650595,1650595,1528102927.92027,e,1,tcp,1,192.168.100.147,57190,192.168.100.3,80,8,1628,RST,1,1528102934.79866,308,6.878399000000001,0.002196,0.002106,0.004392,9e-05,0.004302,5,3,928,700,1.017679,0.581531,0.290765,39137,165182,227,990,990,990,1.21895,0.2372639999999999,100,25,1.16306,0.2372639999999999,990,227,1,DDoS,HTTP
1650596,1650596,1528102927.9207802,e,1,tcp,1,192.168.100.147,57192,192.168.100.3,80,8,1727,RST,1,1528102934.79868,309,6.877903999999999,0.0021449999999999,0.0020559999999999,0.004289,8.8e-05,0.004201,5,3,1027,700,1.017752,0.581573,0.290786,39137,165182,227,990,990,990,1.21895,0.2372639999999999,100,25,1.16315,0.2372639999999999,990,227,1,DDoS,HTTP
1650597,1650597,1528102927.92111,e,1,tcp,1,192.168.100.147,57194,192.168.100.3,80,8,1516,RST,1,1528102934.7987,310,6.87759,0.002053,0.001969,0.004106,8.4e-05,0.0040219999999999,5,3,816,700,1.017798,0.581599,0.2908,39137,165182,227,990,990,990,1.21895,0.2372639999999999,100,25,1.1632,0.2372639999999999,990,227,1,DDoS,HTTP
1650598,1650598,1528102927.92149,e,1,tcp,1,192.168.100.147,57196,192.168.100.3,80,8,1499,RST,1,1528102934.79872,311,6.87723,0.001953,0.001865,0.003906,8.8e-05,0.0038179999999999,5,3,799,700,1.017852,0.58163,0.290815,39137,165182,227,990,990,990,1.21895,0.2372639999999999,100,25,1.16326,0.2372639999999999,990,227,1,DDoS,HTTP
1650599,1650599,1528102927.9217,e,1,tcp,1,192.168.100.147,57198,192.168.100.3,80,8,1339,RST,1,1528102934.79873,312,6.877031,0.001873,0.001775,0.003745,9.8e-05,0.003647,5,3,639,700,1.017881,0.581646,0.290823,39137,165182,227,990,990,990,1.21895,0.2372639999999999,100,25,1.16329,0.2372639999999999,990,227,1,DDoS,HTTP
1650600,1650600,1528102927.92209,e,1,tcp,1,192.168.100.147,57200,192.168.100.3,80,8,1518,RST,1,1528102934.79877,313,6.876682000000001,0.001803,0.001718,0.003606,8.499999999999999e-05,0.003521,5,3,818,700,1.017933,0.581676,0.290838,39137,165182,227,990,990,990,1.21895,0.2372639999999999,100,25,1.16335,0.2372639999999999,990,227,1,DDoS,HTTP
1650601,1650601,1528102927.7867,e s,2,tcp,1,192.168.100.150,54386,192.168.100.3,80,11,1956,RST,1,1528102982.19865,291,54.411949,0.0512549999999999,0.088777,0.205021,0.0,0.205021,7,4,1190,766,0.183783,0.11027,0.2488179999999999,45531,165201,273,991,991,991,0.188987,0.3068329999999999,100,27,0.2021609999999999,0.3068329999999999,991,273,1,DDoS,HTTP
1650602,1650602,1528102927.78639,e s,2,tcp,1,192.168.100.150,54384,192.168.100.3,80,11,2238,RST,1,1528102982.19864,290,54.412254,0.051344,0.08893,0.205376,0.0,0.205376,7,4,1472,766,0.183782,0.110269,0.2488119999999999,45531,165201,273,991,991,991,0.188987,0.3068329999999999,100,27,0.2021599999999999,0.3068329999999999,991,273,1,DDoS,HTTP
1650603,1650603,1528102928.69364,e,1,tcp,1,192.168.100.149,41790,192.168.100.3,80,8,1543,RST,1,1528102934.81149,314,6.117846,0.006855,0.0067519999999999,0.013711,0.000104,0.013607,5,3,843,700,1.1441940000000002,0.653825,0.326912,26644,165201,155,991,991,991,0.886158,0.3068329999999999,100,17,1.30765,0.3068329999999999,991,155,1,DDoS,HTTP
1650604,1650604,1528102928.69403,e,1,tcp,1,192.168.100.149,41792,192.168.100.3,80,8,1339,RST,1,1528102934.8115098,315,6.117479,0.006731,0.0066319999999999,0.013462,9.9e-05,0.013363,5,3,639,700,1.144262,0.653864,0.326932,26644,165201,155,991,991,991,0.886158,0.3068329999999999,100,17,1.3077299999999998,0.3068329999999999,991,155,1,DDoS,HTTP
1650605,1650605,1528102928.69453,e,1,tcp,1,192.168.100.149,41794,192.168.100.3,80,8,1460,RST,1,1528102934.8115,316,6.116976,0.006575,0.006476,0.01315,9.9e-05,0.0130509999999999,5,3,760,700,1.144356,0.653918,0.326959,26644,165201,155,991,991,991,0.886158,0.3068329999999999,100,17,1.30784,0.3068329999999999,991,155,1,DDoS,HTTP
1650606,1650606,1528102926.90275,e s,2,tcp,1,192.168.100.147,57174,192.168.100.3,80,11,2760,RST,1,1528102934.79849,213,7.895741,1.4676,1.4676,2.9351990000000003,0.0,2.9351990000000003,8,3,2060,700,1.266506,0.8865540000000001,0.681385,87795,165201,532,991,991,991,0.368065,0.3068329999999999,100,53,1.39316,0.3068329999999999,991,532,1,DDoS,HTTP
1650607,1650607,1528102926.90299,e s,2,tcp,1,192.168.100.147,57176,192.168.100.3,80,11,3060,RST,1,1528102934.79851,214,7.895511999999999,1.467093,1.467093,2.934187,0.0,2.934187,8,3,2360,700,1.266542,0.8865799999999999,0.68162,87795,165201,532,991,991,991,0.368065,0.3068329999999999,100,53,1.3932,0.3068329999999999,991,532,1,DDoS,HTTP
1650608,1650608,1528102928.69509,e,1,tcp,1,192.168.100.149,41796,192.168.100.3,80,8,1479,RST,1,1528102934.81153,317,6.116441,0.0064099999999999,0.006313,0.0128199999999999,9.7e-05,0.012723,5,3,779,700,1.144456,0.653975,0.326988,26644,165201,155,991,991,991,0.886158,0.3068329999999999,100,17,1.30795,0.3068329999999999,991,155,1,DDoS,HTTP
1650609,1650609,1528102928.6954598,e,1,tcp,1,192.168.100.149,41798,192.168.100.3,80,8,1345,RST,1,1528102934.81153,318,6.116063,0.006326,0.006228,0.012652,9.8e-05,0.012554,5,3,645,700,1.144527,0.654015,0.3270079999999999,26644,165201,155,991,991,991,0.886158,0.3068329999999999,100,17,1.30803,0.3068329999999999,991,155,1,DDoS,HTTP
